Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.608938	2.694655	0.404198	2.117765	0.317665	1.334368	0.200155	-482.225522	197.165520	-465.086668	190.027440	-178.956311	-77.937731	-219.612036	-95.585923	0.089458	0.127826	0.595534	0.312296	0.666385	0.203942	0.608938	0.136878	0.013688	0.608938	0.228984	0.022898	242.836731	298.981659	89096.328125	0.608938	0.030918	0.003092	0.608938	0.092234	0.009223	0.000000	0.000000	0.608938	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.329448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006995	0.001312	0.000079
0.616410	2.688279	0.403242	2.111441	0.316716	1.330564	0.199585	-438.380679	183.684344	-422.491774	176.571024	-163.071140	-72.574248	-200.096396	-88.849014	0.091262	0.133512	0.597071	0.313102	0.666191	0.203882	0.616410	0.136470	0.013647	0.616410	0.228372	0.022837	250.308182	298.932465	89019.460937	0.616410	0.030852	0.003085	0.616410	0.092092	0.009209	0.000000	0.000000	0.616410	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.325380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006990	0.001311	0.000079
0.623881	2.679991	0.401999	2.105090	0.315763	1.326651	0.198998	-397.012509	170.895533	-382.764291	163.912737	-148.139521	-67.527975	-181.828036	-82.503553	0.090349	0.135612	0.596885	0.313005	0.666092	0.203852	0.623881	0.136065	0.013607	0.623881	0.227769	0.022777	257.779663	298.883270	88942.593750	0.623881	0.030793	0.003079	0.623881	0.091978	0.009198	0.000000	0.000000	0.623881	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006985	0.001310	0.000079
0.631353	2.672744	0.400912	2.098858	0.314829	1.322743	0.198411	-357.959119	158.865858	-345.117189	152.022232	-133.929456	-62.742393	-164.430953	-76.515259	0.090315	0.139606	0.597520	0.313338	0.666072	0.203846	0.631353	0.135668	0.013567	0.631353	0.227184	0.022718	265.251099	298.834076	88865.726562	0.631353	0.030731	0.003073	0.631353	0.091857	0.009186	0.000000	0.000000	0.631353	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.316473	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006980	0.001310	0.000079
0.638824	2.664259	0.399639	2.092341	0.313851	1.318754	0.197813	-321.170239	147.384105	-309.920500	140.544433	-120.547661	-58.199256	-148.121399	-70.750111	0.088142	0.140574	0.597348	0.313247	0.665943	0.203806	0.638824	0.135269	0.013527	0.638824	0.226599	0.022660	272.722565	298.784882	88788.859375	0.638824	0.030675	0.003068	0.638824	0.091761	0.009176	0.000000	0.000000	0.638824	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.311553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006975	0.001309	0.000079
0.646296	2.655558	0.398334	2.085755	0.312863	1.314682	0.197202	-286.312552	136.402659	-276.696237	129.508585	-107.816336	-53.850794	-132.660009	-65.202615	0.084454	0.139432	0.597055	0.313094	0.665856	0.203780	0.646296	0.134887	0.013489	0.646296	0.226048	0.022605	280.194031	298.735687	88711.992187	0.646296	0.030622	0.003062	0.646296	0.091677	0.009168	0.000000	0.000000	0.646296	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006970	0.001308	0.000079
0.653767	2.647253	0.397088	2.080339	0.312051	1.310848	0.196627	-253.158805	125.753095	-244.863010	119.232496	-95.630760	-49.621830	-117.703424	-59.971736	0.082363	0.141626	0.595739	0.312404	0.666318	0.203921	0.653767	0.134481	0.013448	0.653767	0.225458	0.022546	287.665497	298.686493	88635.125000	0.653767	0.030570	0.003057	0.653767	0.091606	0.009161	0.000000	0.000000	0.653767	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.303393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006965	0.001307	0.000079
0.661239	2.638854	0.395828	2.074656	0.311198	1.306914	0.196037	-221.531061	115.464424	-214.734971	109.147488	-83.949725	-45.531478	-103.503871	-54.852952	0.077024	0.138620	0.594645	0.311830	0.666709	0.204041	0.661239	0.134075	0.013408	0.661239	0.224869	0.022487	295.136963	298.637299	88558.257812	0.661239	0.030517	0.003052	0.661239	0.091528	0.009153	0.000000	0.000000	0.661239	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006960	0.001306	0.000079
0.668710	2.629516	0.394427	2.068941	0.310341	1.302963	0.195445	-191.913875	105.546450	-186.278172	99.493678	-72.984498	-41.605298	-90.035517	-49.949607	0.073680	0.139636	0.592701	0.310811	0.667096	0.204159	0.668710	0.133663	0.013366	0.668710	0.224272	0.022427	302.608398	298.588104	88481.398437	0.668710	0.030465	0.003046	0.668710	0.091457	0.009146	0.000000	0.000000	0.668710	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006955	0.001305	0.000079
0.676181	2.619186	0.392878	2.063029	0.309454	1.298852	0.194828	-164.540231	95.925930	-159.604192	90.146511	-62.821139	-37.817164	-77.364002	-45.210879	0.075294	0.151084	0.590044	0.309417	0.667527	0.204291	0.676181	0.133272	0.013327	0.676181	0.223719	0.022372	310.079865	298.538910	88404.531250	0.676181	0.030409	0.003041	0.676181	0.091375	0.009137	0.000000	0.000000	0.676181	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.290195	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006951	0.001304	0.000079
0.683653	2.609963	0.391494	2.056787	0.308518	1.294663	0.194200	-138.293230	86.855448	-135.327989	81.294865	-52.986668	-34.214386	-65.795820	-40.738727	0.053581	0.115115	0.588815	0.308773	0.667815	0.204379	0.683653	0.132877	0.013288	0.683653	0.223162	0.022316	317.551331	298.489716	88327.664062	0.683653	0.030351	0.003035	0.683653	0.091287	0.009129	0.000000	0.000000	0.683653	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.285963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006946	0.001303	0.000079
0.691124	2.599664	0.389950	2.050921	0.307638	1.290426	0.193564	-114.152611	78.204742	-112.482862	72.922484	-43.910533	-30.795264	-54.845038	-36.495287	0.036426	0.084933	0.586101	0.307349	0.668425	0.204566	0.691124	0.132472	0.013247	0.691124	0.222588	0.022259	325.022797	298.440521	88250.796875	0.691124	0.030294	0.003029	0.691124	0.091204	0.009120	0.000000	0.000000	0.691124	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.280732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006941	0.001302	0.000079
0.698596	2.588745	0.388312	2.044922	0.306738	1.286222	0.192933	-91.757303	69.970134	-91.478264	65.057513	-35.444700	-27.546542	-44.734364	-32.514129	0.007529	0.019407	0.582939	0.305692	0.668905	0.204713	0.698596	0.132070	0.013207	0.698596	0.222026	0.022203	332.494263	298.391327	88173.929687	0.698596	0.030235	0.003023	0.698596	0.091116	0.009112	0.000000	0.000000	0.698596	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006936	0.001301	0.000079
0.706067	2.577360	0.386604	2.038442	0.305766	1.281836	0.192275	-71.374987	62.347774	-72.899036	57.758831	-27.693061	-24.544622	-35.762135	-28.838107	-0.052229	-0.152264	0.579889	0.304092	0.669255	0.204820	0.706067	0.131694	0.013169	0.706067	0.221514	0.022151	339.965698	298.342133	88097.062500	0.706067	0.030172	0.003017	0.706067	0.091017	0.009102	0.000000	0.000000	0.706067	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271628	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006931	0.001300	0.000079
0.713539	2.567090	0.385063	2.032253	0.304838	1.277557	0.191634	-51.919059	55.216303	-54.980334	50.858085	-20.224871	-21.722189	-27.053883	-25.352360	-0.141622	-0.493460	0.577535	0.302858	0.669692	0.204954	0.713539	0.131312	0.013131	0.713539	0.220996	0.022100	347.437164	298.292938	88020.195312	0.713539	0.030107	0.003011	0.713539	0.090911	0.009091	0.000000	0.000000	0.713539	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.266758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006926	0.001299	0.000079
0.721010	2.555119	0.383268	2.025739	0.303861	1.273197	0.190980	-34.791386	48.465702	-39.302237	44.546326	-13.616348	-19.077729	-19.401432	-22.181896	-0.301369	-1.337927	0.573917	0.300960	0.669992	0.205046	0.721010	0.130954	0.013095	0.721010	0.220527	0.022053	354.908630	298.243744	87943.328125	0.721010	0.030040	0.003004	0.721010	0.090799	0.009080	0.000000	0.000000	0.721010	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.264241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006921	0.001299	0.000079
0.728482	2.543486	0.381523	2.019427	0.302914	1.268785	0.190318	-19.166928	42.427433	-24.932573	38.706420	-7.535692	-16.719074	-12.346360	-19.256293	-0.650116	-4.345138	0.570351	0.299091	0.670499	0.205201	0.728482	0.130580	0.013058	0.728482	0.220030	0.022003	362.380096	298.194550	87866.460937	0.728482	0.029978	0.002998	0.728482	0.090707	0.009071	0.000000	0.000000	0.728482	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006916	0.001298	0.000079
0.735953	2.532597	0.379890	2.012388	0.301858	1.264271	0.189641	-5.120052	36.867880	-12.868196	33.418012	-2.021660	-14.560498	-6.394490	-16.633825	-2.278209	-43.109608	0.568377	0.298055	0.670602	0.205232	0.735953	0.130222	0.013022	0.735953	0.219569	0.021957	369.851562	298.145325	87789.593750	0.735953	0.029908	0.002991	0.735953	0.090586	0.009059	0.000000	0.000000	0.735953	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006911	0.001297	0.000078
0.743425	2.521835	0.378275	2.005430	0.300814	1.259719	0.188958	7.398048	31.996143	-1.790938	28.440058	2.933597	12.695271	-0.893044	-14.182161	NaN	NaN	0.566413	0.297025	0.670810	0.205296	0.743425	0.129867	0.012987	0.743425	0.219116	0.021912	377.322998	298.096130	87712.726562	0.743425	0.029841	0.002984	0.743425	0.090481	0.009048	0.000000	0.000000	0.743425	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006906	0.001296	0.000078
0.750896	2.509283	0.376392	1.998146	0.299722	1.255199	0.188280	18.074074	27.643426	7.560307	24.169196	7.202884	11.069318	3.783661	12.109120	2.154540	18.875030	0.563073	0.295274	0.670746	0.205276	0.750896	0.129535	0.012954	0.750896	0.218711	0.021871	384.794464	298.046936	87635.859375	0.750896	0.029774	0.002977	0.750896	0.090381	0.009038	0.000000	0.000000	0.750896	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.254226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006901	0.001295	0.000078
0.758367	2.496208	0.374431	1.990402	0.298560	1.250617	0.187593	27.440815	23.664435	15.458115	20.262619	10.993002	9.622493	7.766328	10.246602	1.418692	5.502738	0.559757	0.293535	0.670420	0.205176	0.758367	0.129210	0.012921	0.758367	0.218323	0.021832	392.265930	297.997742	87558.992187	0.758367	0.029708	0.002971	0.758367	0.090280	0.009028	0.000000	0.000000	0.758367	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.251352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006897	0.001294	0.000078
0.765839	2.485009	0.372751	1.983214	0.297482	1.246277	0.186942	36.413943	20.161252	23.272096	16.858777	14.653444	8.405622	11.734539	8.681058	1.106720	2.494476	0.557586	0.292396	0.670215	0.205114	0.765839	0.128885	0.012888	0.765839	0.217935	0.021794	399.737396	297.948547	87482.125000	0.765839	0.029638	0.002964	0.765839	0.090168	0.009017	0.000000	0.000000	0.765839	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.248773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006892	0.001293	0.000078
0.773310	2.472579	0.370887	1.976445	0.296467	1.242099	0.186315	43.350214	17.172788	29.953053	14.163716	17.532385	7.426523	15.155017	7.518175	0.913861	1.393565	0.553642	0.290328	0.670128	0.205087	0.773310	0.128563	0.012856	0.773310	0.217558	0.021756	407.208862	297.899353	87405.257812	0.773310	0.029564	0.002956	0.773310	0.090045	0.009004	0.000000	0.000000	0.773310	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006887	0.001292	0.000078
0.780782	2.460378	0.369057	1.969005	0.295351	1.237711	0.185657	49.789286	14.590992	35.342364	11.860062	20.236437	6.662097	17.949349	6.597735	0.847208	0.933074	0.550735	0.288804	0.669792	0.204984	0.780782	0.128251	0.012825	0.780782	0.217201	0.021720	414.680298	297.850159	87328.390625	0.780782	0.029496	0.002950	0.780782	0.089943	0.008994	0.000000	0.000000	0.780782	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.242583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006882	0.001291	0.000078
0.788253	2.449036	0.367355	1.961010	0.294152	1.233190	0.184979	55.030371	12.362353	39.909401	9.670224	22.470216	6.069697	20.351449	5.799678	0.794198	0.648707	0.549371	0.288089	0.669202	0.204804	0.788253	0.127943	0.012794	0.788253	0.216855	0.021686	422.151764	297.800964	87251.523437	0.788253	0.029423	0.002942	0.788253	0.089823	0.008982	0.000000	0.000000	0.788253	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.241841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006877	0.001290	0.000078
0.795725	2.436460	0.365469	1.953556	0.293033	1.228824	0.184324	59.441589	10.404366	43.742587	8.051899	24.396697	5.623811	22.391264	5.316851	0.758103	0.476027	0.546059	0.286352	0.668824	0.204688	0.795725	0.127628	0.012763	0.795725	0.216499	0.021650	429.623230	297.751770	87174.656250	0.795725	0.029351	0.002935	0.795725	0.089705	0.008970	0.000000	0.000000	0.795725	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.239804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006872	0.001289	0.000078
0.803196	2.424610	0.363691	1.945674	0.291851	1.224287	0.183643	63.277524	8.709034	46.926692	6.687952	26.098022	5.312897	24.118477	4.990352	0.738998	0.361944	0.544001	0.285272	0.668328	0.204536	0.803196	0.127329	0.012733	0.803196	0.216177	0.021618	437.094696	297.702576	87097.789062	0.803196	0.029281	0.002928	0.803196	0.089599	0.008960	0.000000	0.000000	0.803196	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006867	0.001288	0.000078
0.810668	2.413239	0.361986	1.937556	0.290633	1.219848	0.182977	66.370820	7.298689	49.200617	5.752005	27.502800	5.115302	25.393139	4.829223	0.740006	0.293609	0.542716	0.284599	0.667536	0.204294	0.810668	0.127047	0.012705	0.810668	0.215888	0.021589	444.566162	297.653381	87020.921875	0.810668	0.029207	0.002921	0.810668	0.089479	0.008948	0.000000	0.000000	0.810668	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.235437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006862	0.001287	0.000078
0.818139	2.401948	0.360292	1.929490	0.289424	1.215370	0.182305	68.748410	6.195789	50.805099	5.108515	28.621944	5.008602	26.330839	4.754926	0.747683	0.249572	0.541434	0.283926	0.666824	0.204076	0.818139	0.126758	0.012676	0.818139	0.215587	0.021559	452.037628	297.604187	86944.054687	0.818139	0.029133	0.002913	0.818139	0.089358	0.008936	0.000000	0.000000	0.818139	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006857	0.001287	0.000078
0.825611	2.390486	0.358573	1.920941	0.288141	1.210719	0.181608	70.812901	5.330631	51.590991	4.650066	29.622804	4.971579	26.857138	4.699923	0.782878	0.227270	0.540587	0.283482	0.665950	0.203808	0.825611	0.126464	0.012646	0.825611	0.215281	0.021528	459.509064	297.554993	86867.187500	0.825611	0.029062	0.002906	0.825611	0.089252	0.008925	0.000000	0.000000	0.825611	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006852	0.001286	0.000078
0.833082	2.379539	0.356931	1.912747	0.286912	1.206079	0.180912	72.625719	4.536670	52.436517	4.247700	30.520914	4.959255	27.414251	4.673471	0.805180	0.203609	0.539809	0.283074	0.665321	0.203616	0.833082	0.126169	0.012617	0.833082	0.214971	0.021497	466.980530	297.505798	86790.320312	0.833082	0.028989	0.002899	0.833082	0.089134	0.008913	0.000000	0.000000	0.833082	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006847	0.001285	0.000078
0.840554	2.368709	0.355306	1.905148	0.285772	1.201756	0.180263	74.343784	3.858790	53.617527	4.091552	31.385778	4.981754	28.143493	4.736409	0.807919	0.184320	0.538372	0.282321	0.664760	0.203444	0.840554	0.125900	0.012590	0.840554	0.214716	0.021472	474.451996	297.456604	86713.453125	0.840554	0.028915	0.002891	0.840554	0.089015	0.008902	0.000000	0.000000	0.840554	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006842	0.001284	0.000078
0.848025	2.357248	0.353587	1.897105	0.284566	1.197498	0.179625	75.097964	3.471583	54.330530	3.938027	31.858326	5.000537	28.638657	4.771045	0.800214	0.170061	0.536841	0.281518	0.663776	0.203143	0.848025	0.125640	0.012564	0.848025	0.214479	0.021448	481.923462	297.407410	86636.593750	0.848025	0.028843	0.002884	0.848025	0.088906	0.008891	0.000000	0.000000	0.848025	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006837	0.001283	0.000078
0.855496	2.347331	0.352100	1.889267	0.283390	1.193206	0.178981	76.053171	3.215650	54.960324	3.806701	32.399849	5.049362	29.090812	4.806355	0.802968	0.161076	0.536653	0.281419	0.662983	0.202901	0.855496	0.125377	0.012538	0.855496	0.214238	0.021424	489.394928	297.358215	86559.726562	0.855496	0.028777	0.002878	0.855496	0.088823	0.008882	0.000000	0.000000	0.855496	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006832	0.001282	0.000078
0.862968	2.337103	0.350565	1.881752	0.282263	1.188987	0.178348	76.628347	3.019161	55.132020	3.755763	32.787753	5.084995	29.298233	4.826723	0.813883	0.158333	0.535710	0.280925	0.662344	0.202705	0.862968	0.125096	0.012510	0.862968	0.213965	0.021396	496.866364	297.309021	86482.859375	0.862968	0.028711	0.002871	0.862968	0.088742	0.008874	0.000000	0.000000	0.862968	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.227957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006828	0.001281	0.000078
0.870439	2.326753	0.349013	1.873908	0.281086	1.184740	0.177711	77.143781	2.821786	55.082048	3.728675	33.155117	5.119001	29.394206	4.837322	0.832696	0.158385	0.535065	0.280587	0.661479	0.202440	0.870439	0.124845	0.012485	0.870439	0.213750	0.021375	504.337830	297.259827	86405.992187	0.870439	0.028644	0.002864	0.870439	0.088653	0.008865	0.000000	0.000000	0.870439	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226558	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006823	0.001280	0.000077
0.877911	2.317248	0.347587	1.866276	0.279941	1.180500	0.177075	77.399105	2.743878	54.744076	3.740638	33.401297	5.148220	29.333316	4.835010	0.856079	0.162906	0.535035	0.280571	0.660764	0.202221	0.877911	0.124587	0.012459	0.877911	0.213522	0.021352	511.809296	297.210632	86329.125000	0.877911	0.028578	0.002858	0.877911	0.088572	0.008857	0.000000	0.000000	0.877911	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006818	0.001279	0.000077
0.885382	2.307312	0.346097	1.858501	0.278775	1.176402	0.176460	77.598449	2.665914	54.628293	3.718701	33.631540	5.175356	29.393744	4.841847	0.867672	0.163551	0.534733	0.280412	0.659758	0.201913	0.885382	0.124358	0.012436	0.885382	0.213353	0.021335	519.280762	297.161438	86252.257812	0.885382	0.028516	0.002852	0.885382	0.088508	0.008851	0.000000	0.000000	0.885382	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.228402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006813	0.001278	0.000077
