Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
9.963206	-0.025507	0.003826	-0.002415	0.000362	0.008237	0.001236	-8.289391	6.482858	-7.552299	7.344185	324.982658	258.790809	3127.460164	3077.246812	0.230207	0.710157	5.827390	3.055866	NaN	NaN	9.963206	0.011085	0.001109	9.963206	-0.088365	-0.008837	9597.104492	240.988846	27143.005859	9.963206	0.008417	0.000842	9.963206	0.096553	0.009655	0.000000	0.000000	9.963206	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002644	0.000496	0.000030
9.970678	-0.018104	0.002716	-0.003170	0.000476	0.008126	0.001219	-11.986624	6.479805	-13.124302	7.379080	662.099633	371.445338	4140.098155	2409.167123	-0.224150	-0.432185	4.307228	2.258697	NaN	NaN	9.970678	0.011207	0.001121	9.970678	-0.080678	-0.008068	9604.576172	240.934402	27114.044922	9.970678	0.008352	0.000835	9.970678	0.115069	0.011507	0.000000	0.000000	9.970678	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002641	0.000496	0.000030
9.978149	-0.025457	0.003819	-0.003141	0.000471	0.008137	0.001221	-5.794472	6.464850	-13.519757	7.371579	227.616689	256.235128	4304.602376	2434.259346	-2.094422	-6.429380	5.172797	2.712599	NaN	NaN	9.978149	0.011270	0.001127	9.978149	-0.076932	-0.007693	9612.047852	240.879959	27085.085937	9.978149	0.008412	0.000841	9.978149	0.107825	0.010782	0.000000	0.000000	9.978149	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.000495	0.000030
9.985621	-0.021848	0.003277	-0.003160	0.000474	0.007887	0.001183	-16.397870	6.531511	-10.724723	7.351221	750.557906	319.454337	3394.142228	2381.557460	1.049624	2.057013	4.779893	2.506561	NaN	NaN	9.985621	0.011296	0.001130	9.985621	-0.075774	-0.007577	9619.519531	240.825516	27056.125000	9.985621	0.008394	0.000839	9.985621	0.118486	0.011849	0.000000	0.000000	9.985621	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002637	0.000495	0.000030
9.993092	-0.034278	0.005142	-0.001855	0.000278	0.007797	0.001170	-25.887412	6.582549	-6.254197	7.367373	755.225687	222.959606	3371.006391	4003.071599	3.511530	10.461175	7.209564	3.780673	NaN	NaN	9.993092	0.011228	0.001123	9.993092	-0.081128	-0.008113	9626.991211	240.771072	27027.166016	9.993092	0.008474	0.000847	9.993092	0.106988	0.010699	0.000000	0.000000	9.993092	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002635	0.000494	0.000030
10.000564	-0.036183	0.005428	-0.001362	0.000204	0.007862	0.001179	-26.368684	6.575229	-5.148768	7.366449	728.750290	212.064030	3779.862633	5437.568769	4.037864	14.496341	8.107103	4.251340	NaN	NaN	10.000564	0.011263	0.001126	10.000564	-0.079034	-0.007903	9634.461914	240.716629	26998.208984	10.000564	0.008511	0.000851	10.000564	0.106378	0.010638	0.000000	0.000000	10.000564	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002633	0.000494	0.000030
10.008035	-0.037672	0.005651	-0.002011	0.000302	0.007954	0.001193	-25.868571	6.562438	-6.656220	7.356362	686.683533	202.374252	3309.689337	3691.359455	3.355725	9.406447	7.243577	3.798510	NaN	NaN	10.008035	0.011302	0.001130	10.008035	-0.077291	-0.007729	9641.933594	240.662186	26969.250000	10.008035	0.008525	0.000852	10.008035	0.112130	0.011213	0.000000	0.000000	10.008035	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002630	0.000493	0.000030
10.015507	-0.029301	0.004395	-0.002228	0.000334	0.008147	0.001222	-29.537321	6.551553	-13.439994	7.305299	1008.074876	269.926736	6031.513117	3400.970010	1.946526	2.824874	6.368879	3.339820	NaN	NaN	10.015507	0.011370	0.001137	10.015507	-0.073408	-0.007341	9649.405273	240.607742	26940.289062	10.015507	0.008485	0.000848	10.015507	0.136996	0.013700	0.000000	0.000000	10.015507	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002628	0.000493	0.000030
10.022978	-0.027896	0.004184	-0.001342	0.000201	0.008377	0.001257	-37.468884	6.557227	-8.820890	7.353300	1343.173355	309.590847	6572.600110	5567.065726	3.575516	7.528832	7.500791	3.933392	NaN	NaN	10.022978	0.011371	0.001137	10.022978	-0.074163	-0.007416	9656.876953	240.553299	26911.330078	10.022978	0.008525	0.000852	10.022978	0.134462	0.013446	0.000000	0.000000	10.022978	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002626	0.000493	0.000030
10.030450	-0.026066	0.003910	-0.001173	0.000176	0.008585	0.001288	-29.660431	6.575950	-4.516542	7.362373	1137.910384	304.599641	3849.080143	6300.857657	4.652528	18.920597	7.665045	4.019526	NaN	NaN	10.030450	0.011379	0.001138	10.030450	-0.074900	-0.007490	9664.347656	240.498856	26882.373047	10.030450	0.008538	0.000854	10.030450	0.144609	0.014461	0.000000	0.000000	10.030450	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002624	0.000492	0.000030
10.037921	-0.027107	0.004066	0.000147	0.000022	0.008488	0.001273	-28.314854	6.592156	6.188218	7.399517	1044.554748	289.293350	42078.299179	50709.160322	NaN	NaN	NaN	NaN	-5.850971	-1.790642	10.037921	0.011336	0.001134	10.037921	-0.079391	-0.007939	9671.819336	240.444412	26853.414062	10.037921	0.008598	0.000860	10.037921	0.136135	0.013613	0.000000	0.000000	10.037921	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002621	0.000492	0.000030
10.045393	-0.023009	0.003451	0.000716	0.000107	0.008481	0.001272	-30.091973	6.571357	13.720885	7.397524	1307.837850	346.485623	19160.374302	10722.545882	NaN	NaN	NaN	NaN	-3.566064	-1.091365	10.045393	0.011406	0.001141	10.045393	-0.075438	-0.007544	9679.291016	240.389969	26824.453125	10.045393	0.008557	0.000856	10.045393	0.176509	0.017651	0.000000	0.000000	10.045393	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002619	0.000491	0.000030
10.052864	-0.020588	0.003088	0.001993	0.000299	0.008731	0.001310	-32.941822	6.577190	12.145493	7.380517	1600.025904	399.572413	6094.998418	3814.949777	NaN	NaN	NaN	NaN	-2.131349	-0.652282	10.052864	0.011481	0.001148	10.052864	-0.070066	-0.007007	9686.762695	240.335526	26795.494141	10.052864	0.008545	0.000855	10.052864	0.203567	0.020357	0.000000	0.000000	10.052864	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002617	0.000491	0.000030
10.060335	-0.030070	0.004510	0.002311	0.000347	0.008752	0.001313	-35.263092	6.582229	21.281531	7.409164	1172.707415	280.819156	9208.368045	3490.789871	NaN	NaN	NaN	NaN	-1.921079	-0.587931	10.060335	0.011436	0.001144	10.060335	-0.074516	-0.007452	9694.234375	240.281082	26766.533203	10.060335	0.008512	0.000851	10.060335	0.260415	0.026042	0.000000	0.000000	10.060335	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002615	0.000491	0.000030
10.067807	-0.024218	0.003633	0.000995	0.000149	0.008752	0.001313	-34.198903	6.562183	10.604348	7.445438	1412.123135	343.929635	10662.895151	7655.490800	NaN	NaN	NaN	NaN	-3.137496	-0.960205	10.067807	0.011472	0.001147	10.067807	-0.072339	-0.007234	9701.705078	240.226639	26737.578125	10.067807	0.008455	0.000845	10.067807	0.375227	0.037523	0.000000	0.000000	10.067807	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002612	0.000490	0.000030
10.075278	-0.016744	0.002512	0.000054	0.000008	0.008972	0.001346	-29.956866	6.642534	-9.720198	7.526299	1789.098699	478.954546	-180716.525236	-142529.386974	2.782401	5.539817	NaN	NaN	-7.381948	-2.259185	10.075278	0.011464	0.001146	10.075278	-0.073656	-0.007366	9709.176758	240.172195	26708.617187	10.075278	0.008476	0.000848	10.075278	0.418403	0.041840	0.000000	0.000000	10.075278	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002610	0.000490	0.000030
10.082750	-0.003490	0.000524	0.002264	0.000340	0.009186	0.001378	-30.767481	6.630623	-14.340299	7.453766	8815.466072	2314.685098	-6334.038986	-3426.643397	1.887110	2.624914	NaN	NaN	-2.020504	-0.618359	10.082750	0.011436	0.001144	10.082750	-0.076755	-0.007675	9716.648437	240.117752	26679.656250	10.082750	0.008396	0.000840	10.082750	0.641999	0.064200	0.000000	0.000000	10.082750	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002608	0.000489	0.000030
10.090221	-0.017012	0.002552	0.003791	0.000569	0.009456	0.001418	-33.250526	6.634459	0.681337	7.516472	1954.558430	487.904148	179.739999	1983.065686	NaN	NaN	NaN	NaN	-1.318742	-0.403590	10.090221	0.011467	0.001147	10.090221	-0.074412	-0.007441	9724.120117	240.063309	26650.697266	10.090221	0.008377	0.000838	10.090221	0.976065	0.097606	0.000000	0.000000	10.090221	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002606	0.000489	0.000030
10.097693	-0.017288	0.002593	0.000981	0.000147	0.009484	0.001423	-34.749582	6.618585	0.228714	7.514506	2010.066902	487.319880	233.245186	7663.455162	NaN	NaN	NaN	NaN	-3.273794	-1.001918	10.097693	0.011597	0.001160	10.097693	-0.062681	-0.006268	9731.590820	240.008881	26621.740234	10.097693	0.008461	0.000846	10.097693	1.110895	0.111089	0.000000	0.000000	10.097693	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002603	0.000488	0.000030
10.105164	-0.031704	0.004756	-0.000260	0.000039	0.009626	0.001444	-32.025391	6.574744	-1.500008	7.512354	1010.145273	256.837662	5769.710125	28908.870246	7.567031	93.761897	11.874613	6.227011	NaN	NaN	10.105164	0.011697	0.001170	10.105164	-0.053661	-0.005366	9739.062500	239.954422	26592.781250	10.105164	0.008498	0.000850	10.105164	2.432654	0.243265	0.000000	0.000000	10.105164	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002601	0.000488	0.000030
10.112636	-0.043718	0.006558	0.001377	0.000207	0.009952	0.001493	-42.401095	6.515330	4.275593	7.603915	969.871094	208.265529	3104.411039	5540.633076	NaN	NaN	NaN	NaN	-2.853234	-0.873209	10.112636	0.011701	0.001170	10.112636	-0.052890	-0.005289	9746.534180	239.899979	26563.820312	10.112636	0.008604	0.000860	10.112636	3.831228	0.383123	0.000000	0.000000	10.112636	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002599	0.000488	0.000030
10.120107	-0.027417	0.004113	0.002073	0.000311	0.010223	0.001533	-50.347161	6.419708	4.135815	7.597748	1836.346751	361.524884	1994.952970	3677.048298	NaN	NaN	NaN	NaN	-2.301887	-0.704474	10.120107	0.011630	0.001163	10.120107	-0.058724	-0.005872	9754.005859	239.845535	26534.861328	10.120107	0.008524	0.000852	10.120107	-2.056672	-0.205667	0.000000	0.000000	10.120107	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000487	0.000029
10.127579	-0.041558	0.006234	0.003521	0.000528	0.010162	0.001524	-47.540273	6.402606	8.367963	7.574972	1143.941804	230.605821	2376.471336	2180.598799	NaN	NaN	NaN	NaN	-1.529108	-0.467971	10.127579	0.011539	0.001154	10.127579	-0.065474	-0.006547	9761.477539	239.791092	26505.900391	10.127579	0.008573	0.000857	10.127579	-1.164918	-0.116492	0.000000	0.000000	10.127579	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002594	0.000487	0.000029
10.135050	-0.051013	0.007652	0.003792	0.000569	0.010402	0.001560	-41.390888	6.412709	11.733706	7.581176	811.373376	174.969885	3094.665746	2052.648670	NaN	NaN	NaN	NaN	-1.456004	-0.445598	10.135050	0.011516	0.001152	10.135050	-0.066099	-0.006610	9768.948242	239.736664	26476.945312	10.135050	0.008637	0.000864	10.135050	-0.616453	-0.061645	0.000000	0.000000	10.135050	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002592	0.000486	0.000029
10.142522	-0.044350	0.006652	0.004149	0.000622	0.010566	0.001585	-36.526984	6.396402	21.176400	7.583451	823.613308	189.905054	5103.575108	1981.487409	NaN	NaN	NaN	NaN	-1.348517	-0.412703	10.142522	0.011517	0.001152	10.142522	-0.064071	-0.006407	9776.419922	239.682205	26447.984375	10.142522	0.008645	0.000865	10.142522	-0.416146	-0.041615	0.000000	0.000000	10.142522	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002590	0.000486	0.000029
10.149993	-0.037555	0.005633	0.003917	0.000588	0.010398	0.001560	-45.675957	6.448000	25.498530	7.525175	1216.252147	250.525814	6509.319845	2154.938312	NaN	NaN	NaN	NaN	-1.408378	-0.431023	10.149993	0.011490	0.001149	10.149993	-0.064317	-0.006432	9783.891602	239.627762	26419.025391	10.149993	0.008565	0.000856	10.149993	-0.364709	-0.036471	0.000000	0.000000	10.149993	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002588	0.000486	0.000029
10.157464	-0.041601	0.006240	0.004906	0.000736	0.010420	0.001563	-37.689926	6.505104	39.171738	7.727863	905.980301	207.168871	7984.911078	1978.905677	NaN	NaN	NaN	NaN	-1.086796	-0.332605	10.157464	0.011561	0.001156	10.157464	-0.056884	-0.005688	9791.363281	239.573318	26390.064453	10.157464	0.008606	0.000861	10.157464	-0.270310	-0.027031	0.000000	0.000000	10.157464	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002586	0.000485	0.000029
10.164936	-0.050056	0.007508	0.005276	0.000791	0.010282	0.001542	-36.677159	6.501661	36.996693	7.727517	732.728260	170.150321	7011.623862	1803.049337	NaN	NaN	NaN	NaN	-0.962460	-0.294553	10.164936	0.011535	0.001153	10.164936	-0.057031	-0.005703	9798.833984	239.518890	26361.109375	10.164936	0.008610	0.000861	10.164936	-0.223595	-0.022360	0.000000	0.000000	10.164936	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002583	0.000485	0.000029
10.172407	-0.048032	0.007205	0.005749	0.000862	0.010430	0.001564	-33.035653	6.435538	31.951053	7.766218	687.784205	169.101672	5557.585889	1587.380482	NaN	NaN	NaN	NaN	-0.859313	-0.262986	10.172407	0.011506	0.001151	10.172407	-0.057372	-0.005737	9806.305664	239.464432	26332.148437	10.172407	0.008615	0.000862	10.172407	-0.184827	-0.018483	0.000000	0.000000	10.172407	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002581	0.000484	0.000029
10.179879	-0.052946	0.007942	0.007770	0.001166	0.010512	0.001577	-12.912802	6.411884	26.968663	7.733543	243.884513	126.506359	3470.683678	1123.191198	NaN	NaN	NaN	NaN	-0.435957	-0.133421	10.179879	0.011482	0.001148	10.179879	-0.057218	-0.005722	9813.777344	239.409988	26303.189453	10.179879	0.008574	0.000857	10.179879	-0.173183	-0.017318	0.000000	0.000000	10.179879	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002579	0.000484	0.000029
10.187350	-0.035567	0.005335	0.008499	0.001275	0.010616	0.001592	-2.711336	6.669593	24.592444	7.725009	76.231953	187.870703	2893.721367	1007.298305	NaN	NaN	NaN	NaN	-0.320896	-0.098208	10.187350	0.011564	0.001156	10.187350	-0.049387	-0.004939	9821.249023	239.355545	26274.228516	10.187350	0.008552	0.000855	10.187350	-0.152917	-0.015292	0.000000	0.000000	10.187350	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002576	0.000483	0.000029
10.194822	-0.031226	0.004684	0.009090	0.001363	0.010688	0.001603	-4.799641	6.668691	20.554326	7.694581	153.708664	214.806003	2261.217785	911.919790	NaN	NaN	NaN	NaN	-0.233662	-0.071510	10.194822	0.011680	0.001168	10.194822	-0.039462	-0.003946	9828.719727	239.301117	26245.271484	10.194822	0.008607	0.000861	10.194822	-0.112256	-0.011226	0.000000	0.000000	10.194822	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002574	0.000483	0.000029
10.202293	-0.018750	0.002813	0.008337	0.001251	0.010690	0.001603	-7.164664	6.655492	20.832544	7.687611	382.113515	359.555648	2498.874913	995.403325	NaN	NaN	NaN	NaN	-0.358669	-0.109768	10.202293	0.011667	0.001167	10.202293	-0.038656	-0.003866	9836.191406	239.246674	26216.312500	10.202293	0.008587	0.000859	10.202293	-0.106707	-0.010671	0.000000	0.000000	10.202293	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002572	0.000483	0.000029
10.209765	-0.004830	0.000724	0.009133	0.001370	0.010642	0.001596	4.481069	6.572812	4.618373	7.697672	-927.777559	-1367.957321	505.674789	846.239706	-0.074608	-0.409489	NaN	NaN	-0.220564	-0.067502	10.209765	0.011654	0.001165	10.209765	-0.037834	-0.003783	9843.663086	239.192215	26187.351562	10.209765	0.008545	0.000855	10.209765	-0.108274	-0.010827	0.000000	0.000000	10.209765	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002570	0.000482	0.000029
10.217236	-0.005435	0.000815	0.009333	0.001400	0.010283	0.001542	5.130386	6.563013	5.749178	7.692043	-944.021249	-1215.906724	616.003288	829.337670	-0.281505	-1.288154	NaN	NaN	-0.139821	-0.042791	10.217236	0.011626	0.001163	10.217236	-0.037697	-0.003770	9851.134766	239.137772	26158.392578	10.217236	0.008544	0.000854	10.217236	-0.098794	-0.009879	0.000000	0.000000	10.217236	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002567	0.000482	0.000029
10.224708	-0.003786	0.000568	0.009557	0.001434	0.010120	0.001518	5.081468	6.558479	0.062964	7.669744	-1342.267203	-1744.079524	6.588254	802.524663	10.854169	3268.606124	NaN	NaN	-0.082578	-0.025272	10.224708	0.011712	0.001171	10.224708	-0.030839	-0.003084	9858.606445	239.083328	26129.431641	10.224708	0.008444	0.000844	10.224708	-0.115599	-0.011560	0.000000	0.000000	10.224708	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002565	0.000481	0.000029
10.232179	0.006800	0.001020	0.010037	0.001506	0.010277	0.001541	1.224527	6.531232	-7.166203	7.631546	180.074512	960.839414	-713.957172	-767.823779	NaN	NaN	-0.962533	-0.504749	-0.033978	-0.010399	10.232179	0.011877	0.001188	10.232179	-0.019616	-0.001962	9866.077148	239.028900	26100.476562	10.232179	0.008460	0.000846	10.232179	-0.104517	-0.010452	0.000000	0.000000	10.232179	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002563	0.000481	0.000029
